"reference_date","target","horizon","location","target_end_date","output_type","output_type_id","value"
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.01,4.44432846464559
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.025,7.86395789120767
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.05,10.2498632547512
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.1,11.1493770859325
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.15,12.2899624207257
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.2,14.1984588760685
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.25,14.4583007040018
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.3,15.5904002911946
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.35,16.2789390301438
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.4,17.4669040643459
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.45,18.3700319823694
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.5,18.7411245130915
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.55,19.7806983357736
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.6,19.9807135512802
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.65,20.3764688433264
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.7,20.6241406841146
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.75,21.5484512318651
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.8,23.0763448328632
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.85,24.3407079179166
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.9,26.1945349752939
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.95,29.934948025965
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.975,34.921015655798
2025-05-10,"wk inc flu hosp",0,"01",2025-05-10,"quantile",0.99,46.4222984297065
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.01,0.364366626872839
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.025,1.04355894914122
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.05,1.45153977026019
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.1,1.93959731262732
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.15,2.32400043829967
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.2,2.81598076727416
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.25,3.03798235889063
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.3,3.34904963654539
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.35,3.68039018688938
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.4,4.08676673714301
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.45,4.42236314796397
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.5,4.80580666308101
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.55,5.0161022353245
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.6,5.34310924631614
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.65,5.51037796321852
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.7,5.82757644511408
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.75,6.2660220967061
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.8,6.85746087528741
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.85,7.64807548417148
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.9,8.62796985358659
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.95,10.3774702463274
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.975,11.6374709102236
2025-05-10,"wk inc flu hosp",0,"02",2025-05-10,"quantile",0.99,13.7843870601421
2025-05-10,"wk inc flu hosp",0,"04",2025-05-10,"quantile",0.01,25.5919138010046
2025-05-10,"wk inc flu hosp",0,"04",2025-05-10,"quantile",0.025,30.4087309172976
