"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.01,36.7288925995037
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.025,43.2710848241283
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.05,47.661003387515
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.1,54.5421242687339
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.15,59.0516249368494
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.2,61.989349209884
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.25,64.4257834712753
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.3,66.6775516491588
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.35,69.0722828339827
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.4,71.327652495914
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.45,72.8122959745613
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.5,75.9456731710152
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.55,77.6543285814994
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.6,81.1030074837559
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.65,84.2483423135771
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.7,87.5886071916807
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.75,91.6931207164631
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.8,96.08092251254
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.85,100.049139010811
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.9,106.339649072595
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.95,117.598809790034
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.975,130.091721669176
"01",0,2024-02-10,2024-02-10,"wk inc flu hosp","quantile",0.99,154.283685471485
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.01,20.4019105285363
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.025,25.8524166315213
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.05,30.2436050634906
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.1,35.9030239444393
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.15,40.0063159444577
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.2,44.0384830693778
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.25,46.8487360750865
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.3,50.0658220977293
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.35,52.9103755688306
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.4,55.5286220138562
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.45,57.8174218612629
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.5,60.8122484535663
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.55,63.4499750275984
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.6,66.8878663830046
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.65,71.541265890576
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.7,76.9836206718395
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.75,81.7973873217109
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.8,87.4776589271593
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.85,94.3247485832942
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.9,101.678168833717
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.95,119.475314045494
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.975,138.809607211172
"01",1,2024-02-17,2024-02-10,"wk inc flu hosp","quantile",0.99,173.571208639503
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.01,12.1173643885754
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.025,14.6599216970523
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.05,18.251634628073
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.1,23.187973441605
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.15,27.5857610881281
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.2,32.2986664885437
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.25,35.4717651306242
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.3,37.7859791140513
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.35,39.9388992087894
"01",2,2024-02-24,2024-02-10,"wk inc flu hosp","quantile",0.4,42.7455551993254
