location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,193.4756701134032,2024-01-13,2024-01-13,quantile,wk inc flu hosp
02,0,0.01,0.0,2024-01-13,2024-01-13,quantile,wk inc flu hosp
04,0,0.01,453.99530023797536,2024-01-13,2024-01-13,quantile,wk inc flu hosp
05,0,0.01,140.4868388458636,2024-01-13,2024-01-13,quantile,wk inc flu hosp
06,0,0.01,727.2029067121452,2024-01-13,2024-01-13,quantile,wk inc flu hosp
08,0,0.01,169.02928303910412,2024-01-13,2024-01-13,quantile,wk inc flu hosp
09,0,0.01,66.26348934287792,2024-01-13,2024-01-13,quantile,wk inc flu hosp
10,0,0.01,12.058461708348396,2024-01-13,2024-01-13,quantile,wk inc flu hosp
11,0,0.01,19.795507667297105,2024-01-13,2024-01-13,quantile,wk inc flu hosp
12,0,0.01,984.2744553616615,2024-01-13,2024-01-13,quantile,wk inc flu hosp
13,0,0.01,359.0746784028511,2024-01-13,2024-01-13,quantile,wk inc flu hosp
15,0,0.01,13.128212294100447,2024-01-13,2024-01-13,quantile,wk inc flu hosp
16,0,0.01,67.91379765772132,2024-01-13,2024-01-13,quantile,wk inc flu hosp
17,0,0.01,256.7083468990248,2024-01-13,2024-01-13,quantile,wk inc flu hosp
18,0,0.01,274.2644649285604,2024-01-13,2024-01-13,quantile,wk inc flu hosp
19,0,0.01,36.4532724124123,2024-01-13,2024-01-13,quantile,wk inc flu hosp
20,0,0.01,42.907092678178735,2024-01-13,2024-01-13,quantile,wk inc flu hosp
21,0,0.01,135.64608753683297,2024-01-13,2024-01-13,quantile,wk inc flu hosp
22,0,0.01,170.6265440242549,2024-01-13,2024-01-13,quantile,wk inc flu hosp
23,0,0.01,20.32791641932326,2024-01-13,2024-01-13,quantile,wk inc flu hosp
24,0,0.01,191.3750104299491,2024-01-13,2024-01-13,quantile,wk inc flu hosp
25,0,0.01,449.9781832146826,2024-01-13,2024-01-13,quantile,wk inc flu hosp
26,0,0.01,253.22129912591421,2024-01-13,2024-01-13,quantile,wk inc flu hosp
27,0,0.01,82.0645815437732,2024-01-13,2024-01-13,quantile,wk inc flu hosp
28,0,0.01,146.31124809409744,2024-01-13,2024-01-13,quantile,wk inc flu hosp
29,0,0.01,159.91225267359107,2024-01-13,2024-01-13,quantile,wk inc flu hosp
30,0,0.01,59.93059382875069,2024-01-13,2024-01-13,quantile,wk inc flu hosp
31,0,0.01,21.254654825981934,2024-01-13,2024-01-13,quantile,wk inc flu hosp
32,0,0.01,68.1866854684607,2024-01-13,2024-01-13,quantile,wk inc flu hosp
33,0,0.01,15.262907396054368,2024-01-13,2024-01-13,quantile,wk inc flu hosp
34,0,0.01,368.02349477795303,2024-01-13,2024-01-13,quantile,wk inc flu hosp
35,0,0.01,113.15763886098212,2024-01-13,2024-01-13,quantile,wk inc flu hosp
36,0,0.01,798.1068236520292,2024-01-13,2024-01-13,quantile,wk inc flu hosp
37,0,0.01,362.57811982493007,2024-01-13,2024-01-13,quantile,wk inc flu hosp
38,0,0.01,15.522734331294572,2024-01-13,2024-01-13,quantile,wk inc flu hosp
39,0,0.01,307.3323304497527,2024-01-13,2024-01-13,quantile,wk inc flu hosp
40,0,0.01,90.39635544073072,2024-01-13,2024-01-13,quantile,wk inc flu hosp
41,0,0.01,61.31239165152871,2024-01-13,2024-01-13,quantile,wk inc flu hosp
42,0,0.01,351.2643740167868,2024-01-13,2024-01-13,quantile,wk inc flu hosp
44,0,0.01,15.535848366533843,2024-01-13,2024-01-13,quantile,wk inc flu hosp
45,0,0.01,247.13041331306826,2024-01-13,2024-01-13,quantile,wk inc flu hosp
46,0,0.01,19.026003240888326,2024-01-13,2024-01-13,quantile,wk inc flu hosp
47,0,0.01,241.51302317017277,2024-01-13,2024-01-13,quantile,wk inc flu hosp
48,0,0.01,1679.7401366698107,2024-01-13,2024-01-13,quantile,wk inc flu hosp
49,0,0.01,24.14839282184197,2024-01-13,2024-01-13,quantile,wk inc flu hosp
50,0,0.01,2.891592763667002,2024-01-13,2024-01-13,quantile,wk inc flu hosp
51,0,0.01,268.29854921393957,2024-01-13,2024-01-13,quantile,wk inc flu hosp
53,0,0.01,91.00391349176306,2024-01-13,2024-01-13,quantile,wk inc flu hosp
54,0,0.01,77.67188120082153,2024-01-13,2024-01-13,quantile,wk inc flu hosp
55,0,0.01,112.10434151119625,2024-01-13,2024-01-13,quantile,wk inc flu hosp
56,0,0.01,35.188621138550296,2024-01-13,2024-01-13,quantile,wk inc flu hosp
72,0,0.01,25.98549047493837,2024-01-13,2024-01-13,quantile,wk inc flu hosp
US,0,0.01,12532.256169658494,2024-01-13,2024-01-13,quantile,wk inc flu hosp
01,0,0.025,214.32004140969778,2024-01-13,2024-01-13,quantile,wk inc flu hosp
02,0,0.025,0.0,2024-01-13,2024-01-13,quantile,wk inc flu hosp
04,0,0.025,490.7603753856403,2024-01-13,2024-01-13,quantile,wk inc flu hosp
05,0,0.025,155.1320348728504,2024-01-13,2024-01-13,quantile,wk inc flu hosp
06,0,0.025,758.723057456821,2024-01-13,2024-01-13,quantile,wk inc flu hosp
08,0,0.025,181.7085723405502,2024-01-13,2024-01-13,quantile,wk inc flu hosp
09,0,0.025,76.50389972077477,2024-01-13,2024-01-13,quantile,wk inc flu hosp
10,0,0.025,15.771372407761495,2024-01-13,2024-01-13,quantile,wk inc flu hosp
