location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,216.47410495596375,2024-01-13,2024-01-13,quantile,wk inc flu hosp
02,0,0.01,0.0,2024-01-13,2024-01-13,quantile,wk inc flu hosp
04,0,0.01,557.7519786741929,2024-01-13,2024-01-13,quantile,wk inc flu hosp
05,0,0.01,170.46269603321102,2024-01-13,2024-01-13,quantile,wk inc flu hosp
06,0,0.01,836.8593534431521,2024-01-13,2024-01-13,quantile,wk inc flu hosp
08,0,0.01,192.4408947619003,2024-01-13,2024-01-13,quantile,wk inc flu hosp
09,0,0.01,82.85989666221326,2024-01-13,2024-01-13,quantile,wk inc flu hosp
10,0,0.01,15.947087200713085,2024-01-13,2024-01-13,quantile,wk inc flu hosp
11,0,0.01,24.48151647505858,2024-01-13,2024-01-13,quantile,wk inc flu hosp
12,0,0.01,1037.2086927568378,2024-01-13,2024-01-13,quantile,wk inc flu hosp
13,0,0.01,466.40967035340196,2024-01-13,2024-01-13,quantile,wk inc flu hosp
15,0,0.01,15.127909105452257,2024-01-13,2024-01-13,quantile,wk inc flu hosp
16,0,0.01,86.63551046475226,2024-01-13,2024-01-13,quantile,wk inc flu hosp
17,0,0.01,308.2564620856842,2024-01-13,2024-01-13,quantile,wk inc flu hosp
18,0,0.01,305.22028472997005,2024-01-13,2024-01-13,quantile,wk inc flu hosp
19,0,0.01,45.83539338877825,2024-01-13,2024-01-13,quantile,wk inc flu hosp
20,0,0.01,51.074627594676095,2024-01-13,2024-01-13,quantile,wk inc flu hosp
21,0,0.01,177.6210838408149,2024-01-13,2024-01-13,quantile,wk inc flu hosp
22,0,0.01,179.3983146580972,2024-01-13,2024-01-13,quantile,wk inc flu hosp
23,0,0.01,29.48166593898308,2024-01-13,2024-01-13,quantile,wk inc flu hosp
24,0,0.01,231.4863583615067,2024-01-13,2024-01-13,quantile,wk inc flu hosp
25,0,0.01,474.34115942207575,2024-01-13,2024-01-13,quantile,wk inc flu hosp
26,0,0.01,319.7864430888034,2024-01-13,2024-01-13,quantile,wk inc flu hosp
27,0,0.01,107.82705774922728,2024-01-13,2024-01-13,quantile,wk inc flu hosp
28,0,0.01,170.41374354655508,2024-01-13,2024-01-13,quantile,wk inc flu hosp
29,0,0.01,194.26743799824692,2024-01-13,2024-01-13,quantile,wk inc flu hosp
30,0,0.01,73.7752338603412,2024-01-13,2024-01-13,quantile,wk inc flu hosp
31,0,0.01,29.416889209009497,2024-01-13,2024-01-13,quantile,wk inc flu hosp
32,0,0.01,78.03790219863804,2024-01-13,2024-01-13,quantile,wk inc flu hosp
33,0,0.01,21.354281976330494,2024-01-13,2024-01-13,quantile,wk inc flu hosp
34,0,0.01,443.85614752452113,2024-01-13,2024-01-13,quantile,wk inc flu hosp
35,0,0.01,118.5969215346763,2024-01-13,2024-01-13,quantile,wk inc flu hosp
36,0,0.01,901.0509103419065,2024-01-13,2024-01-13,quantile,wk inc flu hosp
37,0,0.01,477.2755740460759,2024-01-13,2024-01-13,quantile,wk inc flu hosp
38,0,0.01,22.520673132351178,2024-01-13,2024-01-13,quantile,wk inc flu hosp
39,0,0.01,386.4517956640991,2024-01-13,2024-01-13,quantile,wk inc flu hosp
40,0,0.01,95.54986595178838,2024-01-13,2024-01-13,quantile,wk inc flu hosp
41,0,0.01,77.97723300597245,2024-01-13,2024-01-13,quantile,wk inc flu hosp
42,0,0.01,475.4615026043263,2024-01-13,2024-01-13,quantile,wk inc flu hosp
44,0,0.01,20.103582487054023,2024-01-13,2024-01-13,quantile,wk inc flu hosp
45,0,0.01,300.84211088873184,2024-01-13,2024-01-13,quantile,wk inc flu hosp
46,0,0.01,25.64308262199589,2024-01-13,2024-01-13,quantile,wk inc flu hosp
47,0,0.01,308.5414721246395,2024-01-13,2024-01-13,quantile,wk inc flu hosp
48,0,0.01,1566.337528320013,2024-01-13,2024-01-13,quantile,wk inc flu hosp
49,0,0.01,29.56583130662166,2024-01-13,2024-01-13,quantile,wk inc flu hosp
50,0,0.01,3.949592227429481,2024-01-13,2024-01-13,quantile,wk inc flu hosp
51,0,0.01,344.5430387439451,2024-01-13,2024-01-13,quantile,wk inc flu hosp
53,0,0.01,114.31205342086825,2024-01-13,2024-01-13,quantile,wk inc flu hosp
54,0,0.01,100.40013503804475,2024-01-13,2024-01-13,quantile,wk inc flu hosp
55,0,0.01,148.26301444371012,2024-01-13,2024-01-13,quantile,wk inc flu hosp
56,0,0.01,38.90831302595407,2024-01-13,2024-01-13,quantile,wk inc flu hosp
72,0,0.01,21.542538904818528,2024-01-13,2024-01-13,quantile,wk inc flu hosp
US,0,0.01,14288.094246619285,2024-01-13,2024-01-13,quantile,wk inc flu hosp
01,0,0.025,233.2948780604179,2024-01-13,2024-01-13,quantile,wk inc flu hosp
02,0,0.025,0.0,2024-01-13,2024-01-13,quantile,wk inc flu hosp
04,0,0.025,585.7601171249605,2024-01-13,2024-01-13,quantile,wk inc flu hosp
05,0,0.025,183.5548268402762,2024-01-13,2024-01-13,quantile,wk inc flu hosp
06,0,0.025,890.0169260408126,2024-01-13,2024-01-13,quantile,wk inc flu hosp
08,0,0.025,206.08755179837885,2024-01-13,2024-01-13,quantile,wk inc flu hosp
09,0,0.025,95.62212952650957,2024-01-13,2024-01-13,quantile,wk inc flu hosp
10,0,0.025,19.91184544729192,2024-01-13,2024-01-13,quantile,wk inc flu hosp
11,0,0.025,28.75163092024,2024-01-13,2024-01-13,quantile,wk inc flu hosp
12,0,0.025,1088.2451993779302,2024-01-13,2024-01-13,quantile,wk inc flu hosp
13,0,0.025,498.0345229627709,2024-01-13,2024-01-13,quantile,wk inc flu hosp
15,0,0.025,18.480773612605653,2024-01-13,2024-01-13,quantile,wk inc flu hosp
16,0,0.025,95.38822001428318,2024-01-13,2024-01-13,quantile,wk inc flu hosp
17,0,0.025,336.96632963250505,2024-01-13,2024-01-13,quantile,wk inc flu hosp
18,0,0.025,324.1506405383761,2024-01-13,2024-01-13,quantile,wk inc flu hosp
19,0,0.025,52.697588470115505,2024-01-13,2024-01-13,quantile,wk inc flu hosp
20,0,0.025,57.90040203638087,2024-01-13,2024-01-13,quantile,wk inc flu hosp
21,0,0.025,200.41568658672918,2024-01-13,2024-01-13,quantile,wk inc flu hosp
22,0,0.025,199.63426391133063,2024-01-13,2024-01-13,quantile,wk inc flu hosp
23,0,0.025,33.304527191862434,2024-01-13,2024-01-13,quantile,wk inc flu hosp
24,0,0.025,241.27467198097892,2024-01-13,2024-01-13,quantile,wk inc flu hosp
25,0,0.025,500.9304550822491,2024-01-13,2024-01-13,quantile,wk inc flu hosp
26,0,0.025,347.45474175321345,2024-01-13,2024-01-13,quantile,wk inc flu hosp
27,0,0.025,115.81464081826633,2024-01-13,2024-01-13,quantile,wk inc flu hosp
28,0,0.025,185.92268478998722,2024-01-13,2024-01-13,quantile,wk inc flu hosp
29,0,0.025,217.55806417196243,2024-01-13,2024-01-13,quantile,wk inc flu hosp
30,0,0.025,81.4410198757538,2024-01-13,2024-01-13,quantile,wk inc flu hosp
31,0,0.025,33.86456494901314,2024-01-13,2024-01-13,quantile,wk inc flu hosp
32,0,0.025,86.27223836153438,2024-01-13,2024-01-13,quantile,wk inc flu hosp
33,0,0.025,23.65813903451198,2024-01-13,2024-01-13,quantile,wk inc flu hosp
34,0,0.025,474.7625049599942,2024-01-13,2024-01-13,quantile,wk inc flu hosp
35,0,0.025,132.07156751064574,2024-01-13,2024-01-13,quantile,wk inc flu hosp
36,0,0.025,937.043915810965,2024-01-13,2024-01-13,quantile,wk inc flu hosp
37,0,0.025,512.7282030908909,2024-01-13,2024-01-13,quantile,wk inc flu hosp
38,0,0.025,25.960988854953424,2024-01-13,2024-01-13,quantile,wk inc flu hosp
39,0,0.025,411.89123304234573,2024-01-13,2024-01-13,quantile,wk inc flu hosp
40,0,0.025,105.22978093787832,2024-01-13,2024-01-13,quantile,wk inc flu hosp
41,0,0.025,86.82513641597424,2024-01-13,2024-01-13,quantile,wk inc flu hosp
42,0,0.025,513.6954887918272,2024-01-13,2024-01-13,quantile,wk inc flu hosp
44,0,0.025,23.875162820494953,2024-01-13,2024-01-13,quantile,wk inc flu hosp
45,0,0.025,325.2653702109457,2024-01-13,2024-01-13,quantile,wk inc flu hosp
46,0,0.025,29.56508059278701,2024-01-13,2024-01-13,quantile,wk inc flu hosp
47,0,0.025,326.1147221573533,2024-01-13,2024-01-13,quantile,wk inc flu hosp
48,0,0.025,1614.7543554932183,2024-01-13,2024-01-13,quantile,wk inc flu hosp
49,0,0.025,34.03431718419364,2024-01-13,2024-01-13,quantile,wk inc flu hosp
50,0,0.025,5.132624340345196,2024-01-13,2024-01-13,quantile,wk inc flu hosp
