location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,12.009728889461716
02,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,2.325252661823417
04,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,7.9970436298800305
05,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,7.491417318395313
06,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,8.88069607487571
08,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.5895407911192517
09,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
10,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
11,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.8187193742837753
12,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,113.76053743222128
13,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,20.04288923310103
15,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,1.8545826153359277
16,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.3483540230442005
17,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,6.735995883971316
18,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,12.860227811943092
19,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
20,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,1.354919042758642
21,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,7.02783768984332
22,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,15.039437825695257
23,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.2900620445380397
24,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
25,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,1.1620539153009897
26,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,4.767105376916386
27,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
28,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,14.178602321202625
29,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,12.83176734456984
30,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
31,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,2.1841539142491833
32,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,1.3276003005940278
33,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
34,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,2.501128086114754
35,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,1.5109418780688677
36,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,14.722256295486389
37,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,6.397953255438082
38,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
39,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,10.138452575342372
40,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,16.090141569341746
41,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
42,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,29.99654165625613
44,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
45,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,13.18610820163541
46,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,0.0
47,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,14.734055400110304
48,2023-10-21,0,2023-10-21,wk inc flu hosp,quantile,0.01,100.62454425640048
