"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.01,13.4183252155018
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.025,18.0445788003882
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.05,21.0231532264272
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.1,24.1202130007658
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.15,27.5867638969137
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.2,29.8825737738406
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.25,31.7553400352454
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.3,32.7397615598547
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.35,34.5234934716537
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.4,37.1228154256798
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.45,38.7904958612368
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.5,41.5356776586709
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.55,43.317417425588
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.6,45.0294660112314
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.65,45.9324513647178
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.7,46.934356999856
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.75,48.4887290071091
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.8,50.5227341355633
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.85,52.8426679788635
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.9,57.1945092728705
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.95,64.6980038977286
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.975,72.4845328491247
"01",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.99,87.366984984739
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.01,10.8546979839739
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.025,15.7434265355839
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.05,19.2035871614621
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.1,23.134885490321
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.15,28.3042891776888
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.2,32.5023167343119
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.25,37.498375569212
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.3,40.6985268739485
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.35,45.1692567795841
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.4,49.341006467222
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.45,52.1456865211514
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.5,56.9393529223193
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.55,59.3691239271571
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.6,64.1281901307802
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.65,66.1307253064934
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.7,68.7753771130903
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.75,70.8164929330035
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.8,75.499692864465
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.85,80.0074405967744
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.9,85.4082867355948
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.95,93.3636599010887
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.975,106.576817647811
"01",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.99,129.536920165766
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.01,9.37584596751053
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.025,13.0692884334211
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.05,17.0215234270857
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.1,22.565640918092
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.15,28.8366070996877
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.2,34.5765875465377
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.25,41.390845734758
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.3,47.9667351319113
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.35,53.0451852878113
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.4,58.2119309644553
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.45,64.7229980060142
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.5,73.2534829189722
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.55,77.9236068927176
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.6,85.4063772796072
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.65,91.8190789879659
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.7,95.6500386450126
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.75,102.571543842341
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.8,114.699651571578
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.85,127.375493707421
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.9,141.117082518277
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.95,152.805488217824
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.975,165.69464692501
"01",2,2023-11-18,2023-11-04,"wk inc flu hosp","quantile",0.99,197.442678090388
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.01,9.46912639397434
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.025,12.5015265957047
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.05,15.9138588331641
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.1,21.6731677879198
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.15,28.8557162817919
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.2,35.2450597889966
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.25,42.9397614895943
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.3,50.1792802855123
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.35,56.3014890734935
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.4,63.0748165973148
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.45,70.4252634956414
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.5,80.9384795226936
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.55,88.0473576280531
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.6,97.7514114952655
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.65,107.793168860291
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.7,117.264952370035
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.75,128.429315776624
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.8,145.193607799873
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.85,165.074153609073
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.9,187.237378970017
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.95,216.635358133713
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.975,243.790967361362
"01",3,2023-11-25,2023-11-04,"wk inc flu hosp","quantile",0.99,281.285468023642
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.01,11.7354765630779
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.025,14.5147304500354
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.05,17.9304456705411
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.1,21.9614839880814
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.15,24.1270711467275
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.2,26.0359120764345
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.25,28.2265529996031
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.3,30.0715119653269
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.35,31.8514912763504
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.4,33.1121389916894
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.45,34.4339583990489
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.5,35.8509358188046
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.55,37.6442993283712
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.6,38.9463642521402
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.65,40.4313111214316
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.7,41.6831923373823
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.75,43.5614632898949
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.8,45.1897739341607
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.85,48.238594055091
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.9,52.1047918487192
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.95,57.4301731771689
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.975,62.5289466773038
"02",0,2023-11-04,2023-11-04,"wk inc flu hosp","quantile",0.99,68.5991068830007
"02",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.01,8.41619327819513
"02",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.025,11.4230807263211
"02",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.05,15.0042763297799
"02",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.1,19.4132991754373
"02",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.15,22.4015018249969
"02",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.2,25.4324305955812
"02",1,2023-11-11,2023-11-04,"wk inc flu hosp","quantile",0.25,28.2645121533669
