location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,13.018639644061675,2024-11-16,2024-11-16,quantile,wk inc flu hosp
02,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
04,0,0.01,169.3148827244994,2024-11-16,2024-11-16,quantile,wk inc flu hosp
05,0,0.01,0.3197964078840104,2024-11-16,2024-11-16,quantile,wk inc flu hosp
06,0,0.01,46.852910545799396,2024-11-16,2024-11-16,quantile,wk inc flu hosp
08,0,0.01,3.9750761153446854,2024-11-16,2024-11-16,quantile,wk inc flu hosp
09,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
10,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
11,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
12,0,0.01,254.91720595930346,2024-11-16,2024-11-16,quantile,wk inc flu hosp
13,0,0.01,11.447015780004563,2024-11-16,2024-11-16,quantile,wk inc flu hosp
15,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
16,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
17,0,0.01,6.7815833577281355,2024-11-16,2024-11-16,quantile,wk inc flu hosp
18,0,0.01,10.782303854436902,2024-11-16,2024-11-16,quantile,wk inc flu hosp
19,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
20,0,0.01,0.20135503556874787,2024-11-16,2024-11-16,quantile,wk inc flu hosp
21,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
22,0,0.01,51.502032714026406,2024-11-16,2024-11-16,quantile,wk inc flu hosp
23,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
24,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
25,0,0.01,10.865824120742584,2024-11-16,2024-11-16,quantile,wk inc flu hosp
26,0,0.01,14.43570108485102,2024-11-16,2024-11-16,quantile,wk inc flu hosp
27,0,0.01,6.409506931500231,2024-11-16,2024-11-16,quantile,wk inc flu hosp
28,0,0.01,8.367287356447983,2024-11-16,2024-11-16,quantile,wk inc flu hosp
29,0,0.01,10.391795323955954,2024-11-16,2024-11-16,quantile,wk inc flu hosp
30,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
31,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
32,0,0.01,12.668890176593628,2024-11-16,2024-11-16,quantile,wk inc flu hosp
33,0,0.01,6.783694258545686,2024-11-16,2024-11-16,quantile,wk inc flu hosp
34,0,0.01,6.272099053506253,2024-11-16,2024-11-16,quantile,wk inc flu hosp
35,0,0.01,2.7843724092361164,2024-11-16,2024-11-16,quantile,wk inc flu hosp
36,0,0.01,14.764317985733213,2024-11-16,2024-11-16,quantile,wk inc flu hosp
37,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
38,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
39,0,0.01,330.8367796847557,2024-11-16,2024-11-16,quantile,wk inc flu hosp
40,0,0.01,0.0,2024-11-16,2024-11-16,quantile,wk inc flu hosp
41,0,0.01,5.433461210828599,2024-11-16,2024-11-16,quantile,wk inc flu hosp
42,0,0.01,76.92483893524103,2024-11-16,2024-11-16,quantile,wk inc flu hosp
