reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.01,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.025,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.05,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.1,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.15,3.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.2,12.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.25,16.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.3,19.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.35,22.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.4,23.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.45,25.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.5,27.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.55,29.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.6,31.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.65,32.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.7,35.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.75,38.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.8,42.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.85,51.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.9,72.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.95,137.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.975,180.0
2026-04-11,0,wk inc flu hosp,2026-04-11,01,quantile,0.99,247.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.01,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.025,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.05,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.1,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.15,2.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.2,3.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.25,4.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.3,5.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.35,6.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.4,6.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.45,6.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.5,7.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.55,8.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.6,8.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.65,8.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.7,9.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.75,10.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.8,11.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.85,12.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.9,15.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.95,19.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.975,29.0
2026-04-11,0,wk inc flu hosp,2026-04-11,02,quantile,0.99,36.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.01,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.025,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.05,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.1,0.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.15,19.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.2,47.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.25,57.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.3,63.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.35,67.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.4,69.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.45,71.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.5,73.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.55,75.0
2026-04-11,0,wk inc flu hosp,2026-04-11,04,quantile,0.6,77.0
