reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.01,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.025,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.05,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.1,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.15,6.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.2,12.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.25,17.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.3,20.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.35,21.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.4,23.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.45,24.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.5,26.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.55,28.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.6,29.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.65,31.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.7,32.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.75,35.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.8,40.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.85,46.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.9,62.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.95,116.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.975,157.0
2025-11-22,0,wk inc flu hosp,2025-11-22,01,quantile,0.99,242.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.01,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.025,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.05,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.1,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.15,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.2,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.25,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.3,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.35,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.4,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.45,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.5,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.55,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.6,1.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.65,1.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.7,2.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.75,2.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.8,3.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.85,4.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.9,6.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.95,12.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.975,22.0
2025-11-22,0,wk inc flu hosp,2025-11-22,02,quantile,0.99,28.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.01,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.025,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.05,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.1,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.15,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.2,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.25,3.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.3,8.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.35,10.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.4,12.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.45,13.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.5,15.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.55,17.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.6,18.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.65,20.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.7,22.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.75,27.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.8,34.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.85,52.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.9,98.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.95,212.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.975,288.0
2025-11-22,0,wk inc flu hosp,2025-11-22,04,quantile,0.99,522.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.01,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.025,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.05,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.1,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.15,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.2,1.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.25,6.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.3,8.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.35,9.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.4,10.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.45,11.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.5,12.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.55,13.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.6,14.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.65,15.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.7,16.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.75,18.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.8,23.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.85,33.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.9,52.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.95,77.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.975,108.0
2025-11-22,0,wk inc flu hosp,2025-11-22,05,quantile,0.99,182.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.01,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.025,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.05,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.1,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.15,48.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.2,104.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.25,117.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.3,124.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.35,129.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.4,133.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.45,135.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.5,139.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.55,143.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.6,145.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.65,149.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.7,154.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.75,161.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.8,174.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.85,230.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.9,346.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.95,641.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.975,885.0
2025-11-22,0,wk inc flu hosp,2025-11-22,06,quantile,0.99,1073.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.01,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.025,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.05,0.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.1,6.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.15,22.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.2,32.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.25,38.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.3,40.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.35,41.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.4,42.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.45,43.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.5,44.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.55,45.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.6,46.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.65,47.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.7,48.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.75,50.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.8,56.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.85,66.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.9,82.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.95,116.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.975,143.0
2025-11-22,0,wk inc flu hosp,2025-11-22,08,quantile,0.99,217.0
2025-11-22,0,wk inc flu hosp,2025-11-22,09,quantile,0.01,0.0
