reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.01,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.025,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.05,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.1,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.15,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.2,2.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.25,6.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.3,10.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.35,12.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.4,14.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.45,15.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.5,17.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.55,19.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.6,20.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.65,22.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.7,24.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.75,28.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.8,32.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.85,40.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.9,61.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.95,126.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.975,169.0
2026-05-16,0,wk inc flu hosp,2026-05-16,01,quantile,0.99,236.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.01,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.025,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.05,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.1,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.15,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.2,1.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.25,1.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.3,2.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.35,3.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.4,3.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.45,3.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.5,4.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.55,5.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.6,5.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.65,5.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.7,6.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.75,7.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.8,7.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.85,9.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.9,11.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.95,16.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.975,26.0
2026-05-16,0,wk inc flu hosp,2026-05-16,02,quantile,0.99,33.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.01,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.025,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.05,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.1,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.15,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.2,24.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.25,31.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.3,38.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.35,41.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.4,43.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.45,45.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.5,47.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.55,49.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.6,51.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.65,53.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.7,56.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.75,63.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.8,71.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.85,100.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.9,125.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.95,224.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.975,314.0
2026-05-16,0,wk inc flu hosp,2026-05-16,04,quantile,0.99,518.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.01,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.025,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.05,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.1,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.15,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.2,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.25,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.3,1.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.35,3.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.4,4.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.45,5.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.5,6.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.55,7.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.6,8.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.65,9.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.7,11.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.75,15.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.8,22.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.85,36.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.9,52.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.95,72.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.975,114.0
2026-05-16,0,wk inc flu hosp,2026-05-16,05,quantile,0.99,171.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.01,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.025,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.05,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.1,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.15,33.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.2,106.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.25,136.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.3,146.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.35,153.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.4,158.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.45,161.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.5,165.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.55,169.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.6,172.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.65,177.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.7,184.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.75,194.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.8,224.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.85,296.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.9,429.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.95,669.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.975,875.0
2026-05-16,0,wk inc flu hosp,2026-05-16,06,quantile,0.99,1072.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.01,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.025,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.05,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.1,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.15,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.2,4.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.25,7.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.3,12.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.35,14.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.4,15.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.45,16.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.5,17.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.55,18.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.6,19.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.65,20.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.7,22.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.75,27.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.8,30.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.85,41.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.9,67.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.95,99.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.975,151.0
2026-05-16,0,wk inc flu hosp,2026-05-16,08,quantile,0.99,294.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.01,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.025,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.05,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.1,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.15,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.2,0.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.25,1.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.3,4.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.35,5.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.4,6.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.45,7.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.5,8.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.55,9.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.6,10.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.65,11.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.7,12.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.75,15.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.8,17.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.85,31.0
2026-05-16,0,wk inc flu hosp,2026-05-16,09,quantile,0.9,46.0
