reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.01,503
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.025,538
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.05,586
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.1,634
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.15,649
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.2,655
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.25,659
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.3,662
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.35,664
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.4,666
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.45,668
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.5,669
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.55,670
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.6,672
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.65,674
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.7,676
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.75,679
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.8,683
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.85,689
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.9,704
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.95,752
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.975,800
2025-01-11,0,wk inc flu hosp,2025-01-11,01,quantile,0.99,835
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.01,32
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.025,36
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.05,48
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.1,52
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.15,54
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.2,55
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.25,56
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.3,56
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.35,57
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.4,57
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.45,57
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.5,58
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.55,59
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.6,59
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.65,59
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.7,60
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.75,60
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.8,61
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.85,62
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.9,64
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.95,68
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.975,80
2025-01-11,0,wk inc flu hosp,2025-01-11,02,quantile,0.99,84
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.01,2314
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.025,2551
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.05,2610
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.1,2731
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.15,2772
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.2,2806
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.25,2814
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.3,2819
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.35,2822
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.4,2823
2025-01-11,0,wk inc flu hosp,2025-01-11,04,quantile,0.45,2825
