reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.01,239.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.025,319.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.05,371.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.1,426.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.15,442.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.2,449.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.25,453.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.3,456.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.35,458.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.4,460.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.45,461.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.5,463.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.55,465.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.6,466.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.65,468.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.7,470.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.75,473.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.8,477.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.85,484.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.9,500.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.95,555.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.975,607.0
2026-01-10,0,wk inc flu hosp,2026-01-10,01,quantile,0.99,687.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.01,26.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.025,33.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.05,42.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.1,48.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.15,50.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.2,52.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.25,52.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.3,53.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.35,54.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.4,54.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.45,54.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.5,55.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.55,56.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.6,56.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.65,56.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.7,57.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.75,58.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.8,58.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.85,60.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.9,62.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.95,68.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.975,77.0
2026-01-10,0,wk inc flu hosp,2026-01-10,02,quantile,0.99,84.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.01,0.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.025,85.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.05,165.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.1,275.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.15,317.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.2,336.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.25,344.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.3,349.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.35,352.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.4,354.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.45,355.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.5,357.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.55,359.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.6,360.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.65,362.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.7,365.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.75,370.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.8,378.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.85,397.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.9,439.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.95,549.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.975,629.0
2026-01-10,0,wk inc flu hosp,2026-01-10,04,quantile,0.99,864.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.01,69.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.025,128.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.05,169.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.1,191.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.15,210.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.2,223.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.25,228.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.3,230.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.35,232.0
2026-01-10,0,wk inc flu hosp,2026-01-10,05,quantile,0.4,233.0
