reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.01,0
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.025,16
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.05,39
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.1,114
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.15,135
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.2,146
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.25,150
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.3,153
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.35,156
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.4,158
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.45,160
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.5,162
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.55,164
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.6,166
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.65,168
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.7,171
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.75,174
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.8,178
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.85,189
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.9,210
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.95,285
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.975,308
2025-04-05,0,wk inc flu hosp,2025-04-05,01,quantile,0.99,389
2025-04-05,0,wk inc flu hosp,2025-04-05,02,quantile,0.01,0
2025-04-05,0,wk inc flu hosp,2025-04-05,02,quantile,0.025,2
2025-04-05,0,wk inc flu hosp,2025-04-05,02,quantile,0.05,12
