reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.01,0
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.025,25
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.05,49
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.1,124
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.15,147
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.2,157
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.25,160
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.3,164
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.35,166
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.4,168
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.45,170
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.5,172
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.55,174
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.6,176
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.65,178
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.7,180
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.75,184
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.8,187
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.85,197
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.9,220
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.95,295
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.975,319
2025-03-29,0,wk inc flu hosp,2025-03-29,01,quantile,0.99,400
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.01,0
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.025,0
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.05,0
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.1,1
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.15,4
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.2,5
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.25,6
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.3,7
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.35,7
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.4,8
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.45,8
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.5,9
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.55,10
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.6,10
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.65,11
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.7,11
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.75,12
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.8,13
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.85,14
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.9,17
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.95,24
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.975,32
2025-03-29,0,wk inc flu hosp,2025-03-29,02,quantile,0.99,35
2025-03-29,0,wk inc flu hosp,2025-03-29,04,quantile,0.01,0
2025-03-29,0,wk inc flu hosp,2025-03-29,04,quantile,0.025,0
2025-03-29,0,wk inc flu hosp,2025-03-29,04,quantile,0.05,65
2025-03-29,0,wk inc flu hosp,2025-03-29,04,quantile,0.1,153
