location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,381.9484255486504,2025-02-08,2025-02-08,quantile,wk inc flu hosp
02,0,0.01,11.724548802162902,2025-02-08,2025-02-08,quantile,wk inc flu hosp
04,0,0.01,353.5357893057715,2025-02-08,2025-02-08,quantile,wk inc flu hosp
05,0,0.01,289.5622700258771,2025-02-08,2025-02-08,quantile,wk inc flu hosp
06,0,0.01,2082.0079798742827,2025-02-08,2025-02-08,quantile,wk inc flu hosp
08,0,0.01,262.29622627346276,2025-02-08,2025-02-08,quantile,wk inc flu hosp
09,0,0.01,282.7700804477846,2025-02-08,2025-02-08,quantile,wk inc flu hosp
10,0,0.01,77.00159690711985,2025-02-08,2025-02-08,quantile,wk inc flu hosp
11,0,0.01,130.55149935318582,2025-02-08,2025-02-08,quantile,wk inc flu hosp
12,0,0.01,1955.950820567743,2025-02-08,2025-02-08,quantile,wk inc flu hosp
13,0,0.01,692.8097723858507,2025-02-08,2025-02-08,quantile,wk inc flu hosp
15,0,0.01,35.179551574483455,2025-02-08,2025-02-08,quantile,wk inc flu hosp
16,0,0.01,67.98248219260884,2025-02-08,2025-02-08,quantile,wk inc flu hosp
17,0,0.01,1221.98829855649,2025-02-08,2025-02-08,quantile,wk inc flu hosp
18,0,0.01,659.8559837383145,2025-02-08,2025-02-08,quantile,wk inc flu hosp
19,0,0.01,234.8259961859376,2025-02-08,2025-02-08,quantile,wk inc flu hosp
20,0,0.01,176.10012026429635,2025-02-08,2025-02-08,quantile,wk inc flu hosp
21,0,0.01,329.9234170149439,2025-02-08,2025-02-08,quantile,wk inc flu hosp
22,0,0.01,272.82903994262,2025-02-08,2025-02-08,quantile,wk inc flu hosp
23,0,0.01,92.21945364125624,2025-02-08,2025-02-08,quantile,wk inc flu hosp
24,0,0.01,466.6865419736972,2025-02-08,2025-02-08,quantile,wk inc flu hosp
25,0,0.01,852.6453812504883,2025-02-08,2025-02-08,quantile,wk inc flu hosp
26,0,0.01,537.7078379627999,2025-02-08,2025-02-08,quantile,wk inc flu hosp
27,0,0.01,457.27419438237234,2025-02-08,2025-02-08,quantile,wk inc flu hosp
28,0,0.01,318.81019180529927,2025-02-08,2025-02-08,quantile,wk inc flu hosp
29,0,0.01,454.33988812089825,2025-02-08,2025-02-08,quantile,wk inc flu hosp
30,0,0.01,41.38212562172673,2025-02-08,2025-02-08,quantile,wk inc flu hosp
31,0,0.01,173.34378858029538,2025-02-08,2025-02-08,quantile,wk inc flu hosp
32,0,0.01,74.78464683701935,2025-02-08,2025-02-08,quantile,wk inc flu hosp
33,0,0.01,62.3483911339655,2025-02-08,2025-02-08,quantile,wk inc flu hosp
34,0,0.01,1100.6523325136582,2025-02-08,2025-02-08,quantile,wk inc flu hosp
