location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,457.8393761673147,2025-01-11,2025-01-11,quantile,wk inc flu hosp
02,0,0.01,32.429639721026724,2025-01-11,2025-01-11,quantile,wk inc flu hosp
04,0,0.01,1940.3974740435415,2025-01-11,2025-01-11,quantile,wk inc flu hosp
05,0,0.01,136.6244904510008,2025-01-11,2025-01-11,quantile,wk inc flu hosp
06,0,0.01,2084.27909696603,2025-01-11,2025-01-11,quantile,wk inc flu hosp
08,0,0.01,429.1332519449798,2025-01-11,2025-01-11,quantile,wk inc flu hosp
09,0,0.01,214.2185066504965,2025-01-11,2025-01-11,quantile,wk inc flu hosp
10,0,0.01,144.95822354758815,2025-01-11,2025-01-11,quantile,wk inc flu hosp
11,0,0.01,59.55758320045557,2025-01-11,2025-01-11,quantile,wk inc flu hosp
12,0,0.01,1564.7643673033326,2025-01-11,2025-01-11,quantile,wk inc flu hosp
13,0,0.01,765.3325811752765,2025-01-11,2025-01-11,quantile,wk inc flu hosp
15,0,0.01,38.4387692710265,2025-01-11,2025-01-11,quantile,wk inc flu hosp
16,0,0.01,116.33842195541763,2025-01-11,2025-01-11,quantile,wk inc flu hosp
17,0,0.01,1132.908896006692,2025-01-11,2025-01-11,quantile,wk inc flu hosp
18,0,0.01,594.6988282892563,2025-01-11,2025-01-11,quantile,wk inc flu hosp
19,0,0.01,102.91503783748405,2025-01-11,2025-01-11,quantile,wk inc flu hosp
20,0,0.01,229.19183761844766,2025-01-11,2025-01-11,quantile,wk inc flu hosp
21,0,0.01,452.7515494331313,2025-01-11,2025-01-11,quantile,wk inc flu hosp
22,0,0.01,366.96072687335453,2025-01-11,2025-01-11,quantile,wk inc flu hosp
23,0,0.01,59.934175896527506,2025-01-11,2025-01-11,quantile,wk inc flu hosp
24,0,0.01,235.3798846157681,2025-01-11,2025-01-11,quantile,wk inc flu hosp
25,0,0.01,328.5733249296879,2025-01-11,2025-01-11,quantile,wk inc flu hosp
26,0,0.01,361.84831270487376,2025-01-11,2025-01-11,quantile,wk inc flu hosp
27,0,0.01,1128.7183383317013,2025-01-11,2025-01-11,quantile,wk inc flu hosp
28,0,0.01,179.38291704095323,2025-01-11,2025-01-11,quantile,wk inc flu hosp
29,0,0.01,527.171693502722,2025-01-11,2025-01-11,quantile,wk inc flu hosp
30,0,0.01,45.53229140889346,2025-01-11,2025-01-11,quantile,wk inc flu hosp
31,0,0.01,125.10740868114134,2025-01-11,2025-01-11,quantile,wk inc flu hosp
32,0,0.01,223.31086253016028,2025-01-11,2025-01-11,quantile,wk inc flu hosp
33,0,0.01,284.88750556065065,2025-01-11,2025-01-11,quantile,wk inc flu hosp
34,0,0.01,1027.8004133482175,2025-01-11,2025-01-11,quantile,wk inc flu hosp
35,0,0.01,167.93454682833118,2025-01-11,2025-01-11,quantile,wk inc flu hosp
36,0,0.01,1687.0813933617528,2025-01-11,2025-01-11,quantile,wk inc flu hosp
37,0,0.01,617.0693351137141,2025-01-11,2025-01-11,quantile,wk inc flu hosp
38,0,0.01,41.971423112079286,2025-01-11,2025-01-11,quantile,wk inc flu hosp
39,0,0.01,967.1050071842014,2025-01-11,2025-01-11,quantile,wk inc flu hosp
40,0,0.01,261.25125692791624,2025-01-11,2025-01-11,quantile,wk inc flu hosp
41,0,0.01,328.85887125648065,2025-01-11,2025-01-11,quantile,wk inc flu hosp
42,0,0.01,1237.5331837299589,2025-01-11,2025-01-11,quantile,wk inc flu hosp
44,0,0.01,55.47296812173835,2025-01-11,2025-01-11,quantile,wk inc flu hosp
45,0,0.01,352.0568071706034,2025-01-11,2025-01-11,quantile,wk inc flu hosp
46,0,0.01,6.139702667837225,2025-01-11,2025-01-11,quantile,wk inc flu hosp
47,0,0.01,751.1556791012649,2025-01-11,2025-01-11,quantile,wk inc flu hosp
48,0,0.01,1650.4667343135047,2025-01-11,2025-01-11,quantile,wk inc flu hosp
49,0,0.01,287.54672416493065,2025-01-11,2025-01-11,quantile,wk inc flu hosp
50,0,0.01,20.39151299164839,2025-01-11,2025-01-11,quantile,wk inc flu hosp
51,0,0.01,431.31225031513134,2025-01-11,2025-01-11,quantile,wk inc flu hosp
53,0,0.01,297.91375091877245,2025-01-11,2025-01-11,quantile,wk inc flu hosp
