reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.01,3433.71044921875
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.025,3473.63720703125
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.05,3553.4912109375
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.1,3673.271728515625
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.15,3793.05224609375
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.2,3872.906005859375
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.25,3982.704833984375
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.3,4072.540283203125
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.35,4152.39404296875
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.4,4232.248046875
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.45,4294.134521484375
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.5,4352.0283203125
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.55,4471.80908203125
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.6,4511.73583984375
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.65,4551.66259765625
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.7,4643.494628906249
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.75,4721.351806640625
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.8,4831.150390625
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.85,4950.931640625
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.9,4990.8583984375
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.95,5152.561767578124
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.975,5231.4176025390625
2024-03-30,wk inc flu hosp,-1,US,2024-03-23,quantile,0.99,5350.2001953125
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.01,1912.8962060546876
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.025,2034.2738006591796
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.05,2195.9775390625
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.1,2395.612060546875
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.15,2509.403564453125
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.2,2635.173095703125
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.25,2715.02685546875
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.3,2822.8295166015623
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.35,2914.661376953125
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.4,3074.36865234375
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.45,3194.1494140625
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.5,3274.003173828125
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.55,3353.856689453125
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.6,3433.71044921875
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.65,3553.4912109375
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.7,3605.3959960937495
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.75,3763.1069946289062
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.8,3952.759765625
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.85,4158.383129882813
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.9,4399.940478515625
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.95,4753.293212890624
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.975,4871.07763671875
2024-03-30,wk inc flu hosp,0,US,2024-03-30,quantile,0.99,5113.832822265622
