location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,55.48991213438118
02,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,6.685726719771675
04,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,78.99840934684222
05,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,22.92972591892489
06,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,91.39398316833237
08,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,34.20187450549928
09,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,21.690481095294384
10,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,0.9641540415018413
11,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,25.76438152918507
12,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,255.41231208342734
13,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,53.911728058612475
15,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,7.619596164824738
16,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,15.618187586085702
17,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,69.72455337883805
18,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,64.1848739254642
19,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,8.65056956218756
20,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,15.386653580753496
21,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,70.0182355372753
22,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,54.83230077423654
23,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,14.337171081128783
24,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,27.11059133546399
25,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,53.107588709230264
26,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,156.52525148620728
27,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,17.366156815811596
28,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,13.443397491222045
29,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,27.616980347905365
30,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,15.507045240684542
31,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,7.557118694764173
32,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,25.444560615666518
33,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,45.77002987743225
34,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,90.90797559645533
35,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,11.804415262796729
36,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,175.7241634758346
37,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,67.57972801898592
38,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,6.629882606751871
39,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,98.37829543685082
40,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,10.015028170569037
41,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,16.147984438553134
42,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,275.5079800917411
44,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,2.3189319877429786
45,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,32.59446792249797
46,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,0.9229114052606144
47,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,69.07281837538727
48,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,153.89652652785952
49,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,11.640400818640881
50,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,6.204653150631752
51,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,59.334283230657334
53,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,35.3101510900604
54,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,46.61765155070081
55,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,26.889098147146548
56,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,6.611498217919542
72,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,61.200448926285695
US,2025-04-05,0,2025-04-05,wk inc flu hosp,quantile,0.01,2903.321566961648
01,2025-04-05,1,2025-04-12,wk inc flu hosp,quantile,0.01,50.480356784818845
02,2025-04-05,1,2025-04-12,wk inc flu hosp,quantile,0.01,6.257282295266712
04,2025-04-05,1,2025-04-12,wk inc flu hosp,quantile,0.01,71.83870643165953
