location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,130.97418100924725
02,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,0.0
04,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,194.14312520022963
05,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,100.92796631108885
06,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,663.7292914801251
08,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,47.95344299937941
09,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,4.816293436032542
10,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,4.784473389212449
11,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,0.0
12,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,870.5444405540464
13,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,199.9389254611586
15,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,3.445825305572015
16,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,53.47824051911792
17,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,287.30871991856924
18,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,150.98946124587883
19,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,84.80976922697374
20,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,104.15048940144274
21,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,111.30260810097495
22,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,175.12790737517238
23,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,20.642189020349683
24,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,19.77630250175795
25,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,20.95510253359303
26,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,167.4801408739021
27,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,79.63446488938418
28,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,103.61933777801485
29,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,155.15051282223718
30,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,11.744005729811594
31,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,66.22090231349145
32,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,29.720693160430784
33,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,16.120670195527026
34,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,91.90541794634251
35,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,40.6108490123222
36,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,93.20326130780971
37,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,168.72663990009113
38,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,5.947908021909554
39,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,302.6193239804442
40,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,132.52705231116607
41,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,90.55415596542944
42,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,405.22454231878424
44,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,1.1156686521904537
45,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,139.55865399108563
46,2026-02-28,0,2026-02-28,wk inc flu hosp,quantile,0.01,22.969506007690363
